      Gx      Gy      Gz     Rot. sign
   27445   17604    3241          -1
   28923   15324    1507          -1
   30127   12883    -225          -1
   31037   10319   -1959          -1
   31641    7672   -3693          -1
   31928    4981   -5426          -1
   31892    2289   -7160          -1
   31534    -361   -8894          -1
   30857   -2926  -10627          -1
   29868   -5363  -12361          -1
   28580   -7626  -14095          -1
   27010   -9672  -15829          -1
   25178  -11456  -17562          -1
   23111  -12930  -19296          -1
   20834  -14047  -21030          -1
   18380  -14752  -22763          -1
   15781  -14982  -24497          -1
   13069  -14655  -26231          -1
   10268  -13645  -27964          -1
    7377  -11714  -29698          -1
    4265   -8215  -31432          -1
   -6064    2445  -32107          -1
  -11741    3635  -30374           1
  -15544    3428  -28640           1
  -18532    2498  -26906           1
  -20948    1066  -25173           1
  -22885    -737  -23439           1
  -24383   -2824  -21705           1
  -25467   -5121  -19971           1
  -26150   -7563  -18238           1
  -26445  -10095  -16504           1
  -26365  -12663  -14770           1
  -25923  -15220  -13037           1
  -25138  -17719  -11303           1
  -24027  -20119   -9569           1
  -22613  -22380   -7836           1
  -20922  -24467   -6102           1
  -18983  -26347   -4368           1
  -16826  -27992   -2634           1
  -14486  -29376    -901           1
  -11998  -30479     832           1
   -9400  -31284    2566           1
   -6733  -31778    4299           1
   -4037  -31952    6033           1
   -1354  -31804    7767           1
    1270  -31333    9501           1
    3796  -30545   11234           1
    6177  -29450   12968           1
    8370  -28061   14702           1
   10329  -26397   16435           1
   12009  -24480   18169           1
   13364  -22336   19903           1
   14343  -19994   21636           1
   14890  -17485   23370           1
   14937  -14843   25104           1
   14388  -12098   26838           1
   13092   -9268   28571           1
   10732   -6330   30305           1
    6184   -2986   32039           1
   -6496   -1952   32057          -1
  -12146   -2574   30323          -1
  -15882   -2008   28589          -1
  -18756    -800   26856          -1
  -21019     850   25122          -1
  -22773    2828   23388          -1
  -24068    5046   21654          -1
  -24931    7434   19921          -1
  -25382    9929   18187          -1
  -25440   12478   16453          -1
  -25122   15029   14720          -1
  -24445   17534   12986          -1
  -23431   19950   11252          -1
  -22102   22238    9519          -1
  -20485   24359    7785          -1
  -18609   26282    6051          -1
  -16504   27975    4317          -1
  -14205   29414    2584          -1
  -11746   30577     850          -1
   -9167   31445    -883          -1
   -6507   32007   -2616          -1
   -3805   32253   -4350          -1
   -1105   32178   -6084          -1
    1551   31782   -7818          -1
    4121   31071   -9551          -1
    6562   30054  -11285          -1
    8831   28743  -13019          -1
   10885   27157  -14752          -1
   12681   25319  -16486          -1
   14175   23254  -18220          -1
   15323   20992  -19953          -1
   16078   18568  -21687          -1
   16386   16018  -23421          -1
   16182   13380  -25155          -1
   15372   10693  -26888          -1
   13805    7990  -28622          -1
   11152    5272  -30356          -1
    6205    2325  -32089          -1
   -3594   -7367  -31725          -1
   -4782  -12301  -29991           1
   -4706  -15906  -28257           1
   -3908  -18838  -26524           1
   -2595  -21269  -24790           1
    -892  -23265  -23056           1
    1113  -24854  -21322           1
    3349  -26052  -19589           1
    5754  -26865  -17855           1
    8269  -27301  -16121           1
   10843  -27369  -14388           1
   13427  -27078  -12654           1
   15974  -26442  -10920           1
   18442  -25478   -9186           1
   20790  -24204   -7453           1
   22981  -22645   -5719           1
   24981  -20825   -3985           1
   26760  -18775   -2252           1
   28289  -16525    -518           1
   29547  -14112    1215           1
   30513  -11571    2948           1
   31173   -8942    4682           1
   31515   -6265    6416           1
   31534   -3583    8150           1
   31226    -938    9883           1
   30595    1625   11617           1
   29646    4062   13351           1
   28391    6328   15084           1
   26845    8375   16818           1
   25026   10156   18552           1
   22958   11622   20285           1
   20664   12719   22019           1
   18173   13386   23753           1
   15509   13547   25487           1
   12693   13098   27220           1
    9724   11863   28954           1
    6518    9456   30688           1
    2358    4115   32421           1
    1613  -10333   31052          -1
    1049  -14593   29319          -1
    -199  -17682   27585          -1
   -1897  -20043   25851          -1
   -3916  -21832   24118          -1
   -6166  -23121   22384          -1
   -8573  -23952   20650          -1
  -11076  -24354   18916          -1
  -13619  -24350   17183          -1
  -16150  -23961   15449          -1
  -18623  -23210   13715          -1
  -20994  -22120   11982          -1
  -23225  -20717   10248          -1
  -25279  -19029    8514          -1
  -27123  -17087    6781          -1
  -28731  -14923    5047          -1
  -30076  -12573    3313          -1
  -31140  -10072    1579          -1
  -31905   -7461    -153          -1
  -32361   -4779   -1887          -1
  -32500   -2066   -3621          -1
  -32320     633   -5354          -1
  -31822    3280   -7088          -1
  -31013    5830   -8822          -1
  -29905    8242  -10555          -1
  -28512   10473  -12289          -1
  -26854   12484  -14023          -1
  -24956   14231  -15757          -1
  -22847   15676  -17490          -1
  -20557   16777  -19224          -1
  -18124   17490  -20958          -1
  -15588   17769  -22691          -1
  -12990   17558  -24425          -1
  -10378   16782  -26159          -1
   -7798   15324  -27893          -1
   -5291   12959  -29626          -1
   -2847    9060  -31360          -1
    1303    -874  -32729          -1
    9286   -5168  -30995           1
   13434   -6075  -29261           1
   16745   -5954  -27528           1
   19535   -5165  -25794           1
   21901   -3881  -24060           1
   23880   -2210  -22327           1
   25485    -233  -20593           1
   26722    1979  -18859           1
   27591    4369  -17126           1
   28096    6880  -15392           1
   28241    9461  -13658           1
   28034   12064  -11924           1
